"dv_any_lifetime","age_group","marital_status","education_level","earns_income","employment_status","disability_status","spouse_income_relation","locality_type","feels_unsafe_home","conflict_frequency","food_insecurity_score","feels_unsafe_day","feels_unsafe_night","combined_safety_index","dv_common_perception","vaw_problem_perception","mobility_frequency","dv_physical","dv_verbal","dv_economic","dv_other","dv_sexual","will_seek_help_dv","help_source_dv","will_seek_help_harass","help_source_harass","unsafe_reason_1","unsafe_reason_2","unsafe_reason_3","unsafe_reason_4","unsafe_reason_5","unsafe_reason_6","unsafe_reason_7","unsafe_reason_8","unsafe_reason_9","unsafe_reason_10","unsafe_reason_11","food_insec","max_dv_count","Food_Insecurity_Index","DV_common_perception_score","DV_Common_Perception_norm","VAW_Perception_Score","VAW_Perception_norm","DV_Exposure","DV_Type_Count","Unsafe_Score","WellBeing_Score","help_type_dv","mobility_num"
0,"30 – 39 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Call helpline",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0.166666666666667,0.944444444444444,"Formal",4
0,"30 – 39 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","A lot","Daily",0,0,0,0,0,1,"Talk with friends for support or guidance",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,3,1,0,0,0.5,0.833333333333333,"Informal",4
0,"18 – 29 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","Daily",0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,1,0,NA,0,1,6,0.125,1,0.333333333333333,1,0.333333333333333,0,0,0.272727272727273,0.867424242424242,"Other/NA",4
0,"40 – 49 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",0,"Weekly","No coping mechanisms",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Not at all","2-3 times per week",0,0,0,0,0,1,"Seek support from family",1,"Talk with friends for support or guidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,0,0,0,0,0.416666666666667,0.861111111111111,"Informal",3
0,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",1,"Once or twice","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","A lot","Once or twice a month",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,NA,0,0,6,0,2,0.666666666666667,3,1,0,0,0.242424242424242,0.827272727272727,"Informal",1
0,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Call/go to police",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0,1,"Formal",4
1,"40 – 49 years","Living with Partner","Completed secondary",1,"Unemployed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Somewhat","Daily",1,1,1,0,0,1,"Talk with friends for support or guidance",1,"Approach community leaders for support",0,0,0,0,0,0,1,0,0,0,0,7,6,0.875,1,0.333333333333333,2,0.666666666666667,1,4,0.242424242424242,0.364772727272727,"Informal",4
1,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",1,1,0,0,0,1,"Seek support from a religious leader",1,"Seek help from shelter or safehouse for women",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,2,0.666666666666667,1,3,0.666666666666667,0.527777777777778,"Informal",3
1,"30 – 39 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Somewhat","Daily",0,0,1,1,1,1,"Seek support from family",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,4,0.416666666666667,0.472222222222222,"Informal",4
1,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Somewhat","Daily",1,1,0,0,0,1,"Approach community leaders for support",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,1,0.333333333333333,2,0.666666666666667,1,3,0.416666666666667,0.486111111111111,"Informal",4
1,"18 – 29 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Somewhat","Daily",1,1,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,3,0.416666666666667,0.527777777777778,"Informal",4
0,"18 – 29 years","Single","Technical / vocational",NA,"Employed",1,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Very uncommon","Not at all","2-3 times per week",0,0,0,0,0,1,"Access to women’s centres",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0,0.9,"Other/NA",3
1,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","Somewhat","Daily",1,1,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,3,0.416666666666667,0.527777777777778,"Informal",4
0,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Never","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,1,"Seek support from family",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0.166666666666667,0.944444444444444,"Informal",4
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,NA,"Urban",1,"Never","No coping mechanisms",NA,0.666666666666667,"DK/Refusal","Very uncommon","Not at all","Once or twice a month",1,1,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,1,5,0.222222222222222,0.648148148148148,"Other/NA",1
0,"30 – 39 years","Single","College",NA,"Employed",1,NA,"Urban",1,"Once or twice","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",0,0,0,0,0,0,NA,1,"Seek support from family",0,0,0,0,0,0,0,0,0,NA,0,0,6,0,2,0.666666666666667,2,0.666666666666667,0,0,0.212121212121212,0.836363636363636,"Other/NA",3
1,"50 – 59 years","Widowed","Completed secondary",1,"Other",1,NA,"Rural",1,"Weekly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",0,1,0,1,1,1,"Call/go to police",1,"Call/go to police",0,0,0,0,0,0,0,0,0,0,0,8,6,1,3,1,2,0.666666666666667,1,4,0.272727272727273,0.318181818181818,"Formal",4
NA,"50 – 59 years","Living with Partner","Completed secondary",1,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Uncommon","A little bit","Daily",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,1,0.333333333333333,0,0,0.333333333333333,0.888888888888889,"Other/NA",4
0,"30 – 39 years","Living with Partner","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Don't know","Daily",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,NA,NA,0,0,0.555555555555556,0.731481481481482,"Informal",4
1,"18 – 29 years","Single","Completed primary",NA,"Employed",0,NA,"Urban",1,"Never","Some coping mechanisms (1-4)",NA,NA,"DK/Refusal","Very uncommon","Not at all","Daily",0,0,1,0,0,1,"Don't know",1,"Don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,0,0,0,0,1,2,0,0.722222222222222,"Other/NA",4
0,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Rural",0,"Never","No coping mechanisms",0,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Not at all","Once or twice a month",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,0,0,0,0,0.25,0.916666666666667,"Informal",1
NA,"50 – 59 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Rural",0,"Monthly","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","Daily",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,2,0.666666666666667,0,0,0,0,0.416666666666667,0.7,"Informal",4
0,"50 – 59 years","Separated / Divorced","Post College",1,"Other",1,NA,"Rural",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",0,0,0,0,0,1,"Talk with friends for support or guidance",1,"Call/go to police",1,0,0,0,0,0,0,1,0,0,0,6,6,0.75,2,0.666666666666667,2,0.666666666666667,0,0,0.333333333333333,0.575,"Informal",3
0,"50 – 59 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,0,0,0.583333333333333,0.805555555555556,"Other/NA",3
0,"60 years and older","Widowed","College",1,"Other",0,NA,"Rural",1,"Daily","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Not at all","2-3 times per week",0,0,0,0,0,1,"Access to women’s centres",1,"Approach community leaders for support",1,0,0,0,0,0,0,0,0,0,0,8,6,1,1,0.333333333333333,0,0,0,0,0.212121212121212,0.595959595959596,"Other/NA",3
NA,"50 – 59 years","Living with Partner","Completed secondary",NA,"Employed",0,NA,"Rural",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Daily",0,0,0,0,0,0,NA,1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,2,0.666666666666667,0,0,0.583333333333333,0.763888888888889,"Other/NA",4
1,"50 – 59 years","Living with Partner","College",NA,"Employed",0,NA,"Urban",0,"Daily","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","2-3 times per week",0,1,1,0,1,1,"Access to women’s centres",1,"Approach community leaders for support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0.25,1,0.333333333333333,1,0.333333333333333,1,4,0.666666666666667,0.472222222222222,"Other/NA",3
NA,"50 – 59 years","Living with Partner","Technical / vocational",NA,"Employed",1,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,0,0,0.416666666666667,0.775,"Other/NA",4
0,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,NA,"Urban",0,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,NA,"DK/Refusal","Don't know","Somewhat","Once a week",0,0,0,0,0,1,"Other, specify",1,"Other, specify",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,NA,NA,2,0.666666666666667,0,0,0.5,0.791666666666667,"Other/NA",2
1,"18 – 29 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",1,NA,"Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","Daily",0,1,0,1,1,0,NA,0,NA,0,1,0,0,0,0,0,NA,NA,NA,0,6,6,0.75,1,0.333333333333333,1,0.333333333333333,1,4,0.185185185185185,0.466049382716049,"Other/NA",4
0,"50 – 59 years","Widowed","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","Somewhat","2-3 times per week",0,0,0,0,0,1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,NA,NA,2,0.666666666666667,0,0,0.555555555555556,0.606481481481482,"Other/NA",3
0,"18 – 29 years","Single","College",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0.333333333333333,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0.0833333333333333,0.972222222222222,"Other/NA",4
0,"50 – 59 years","Living with Partner","College",1,"Other",1,NA,"Rural",1,"Once or twice","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,0,0,0,0,1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,1,6,0.125,1,0.333333333333333,2,0.666666666666667,0,0,0.272727272727273,0.780681818181818,"Informal",3
1,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",0,NA,"Urban",0,"Monthly","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","2-3 times per week",1,1,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0.75,1,0.333333333333333,1,0.333333333333333,1,4,0.416666666666667,0.388888888888889,"Other/NA",3
1,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",0,NA,"Rural",0,"Weekly","Some coping mechanisms (1-4)",1,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",0,0,0,1,0,1,"Seek support from family",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,2,0.666666666666667,2,0.666666666666667,1,2,0.666666666666667,0.625,"Informal",3
0,"50 – 59 years","Living with Partner","College",0,"Unemployed",0,NA,"Urban",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Don't know","A lot","2-3 times per week",0,0,0,0,0,1,"Other, specify",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0.625,NA,NA,3,1,0,0,0.666666666666667,0.569444444444444,"Other/NA",3
0,"50 – 59 years","Separated / Divorced","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","Somewhat","Daily",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,2,0.666666666666667,0,0,0.5,0.833333333333333,"Informal",4
0,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",1,NA,"Rural",0,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,NA,"DK/Refusal","Don't know","A lot","Once a week",0,0,0,0,0,1,"Seek support from family",1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,NA,NA,3,1,0,0,0.833333333333333,0.6125,"Informal",2
0,"50 – 59 years","Living with Partner","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Never","Several coping mechanisms (5-8)",0.333333333333333,NA,"DK/Refusal","Uncommon","Don't know","Daily",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,1,0.333333333333333,NA,NA,0,0,0.333333333333333,0.597222222222222,"Other/NA",4
0,"18 – 29 years","Single","Completed secondary",0,"Student",0,NA,"Rural",0,"Never","No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","Daily",0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,2,0.666666666666667,0,0,0.5,0.833333333333333,"Other/NA",4
0,"50 – 59 years","Living with Partner","Technical / vocational",NA,"Employed",0,NA,"Rural",0,"Once or twice","No coping mechanisms",0,0,"Feels safe","Very uncommon","Not at all","Daily",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0,1,"Other/NA",4
0,"50 – 59 years","Living with Partner","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,0,0,0.416666666666667,0.861111111111111,"Other/NA",4
1,"50 – 59 years","Living with Partner","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Monthly","Some coping mechanisms (1-4)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","2-3 times per week",0,0,0,1,0,1,"Access to women’s centres",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,1,0.333333333333333,1,0.333333333333333,1,2,0.5,0.597222222222222,"Other/NA",3
1,"50 – 59 years","Widowed","Completed primary",NA,"Employed",0,NA,"Urban",0,NA,"No coping mechanisms",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","Never",1,1,1,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,1,0.333333333333333,1,5,0.416666666666667,0.583333333333333,"Other/NA",0
0,"50 – 59 years","Living with Partner","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","Not at all","2-3 times per week",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0.166666666666667,0.944444444444444,"Other/NA",3
1,"50 – 59 years","Living with Partner","Completed primary",NA,"Employed",0,NA,"Urban",0,"Weekly","Several coping mechanisms (5-8)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","2-3 times per week",1,0,1,0,1,1,"Seek support from a religious leader",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,1,2,0.666666666666667,2,0.666666666666667,1,4,0.666666666666667,0.222222222222222,"Informal",3
1,"50 – 59 years","Single","Technical / vocational",NA,"Employed",0,NA,"Rural",0,"Once or twice","Several coping mechanisms (5-8)",0.333333333333333,NA,"DK/Refusal","Very common","A lot","Daily",0,0,1,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,3,1,1,2,0.777777777777778,0.337962962962963,"Other/NA",4
0,"60 years and older","Living with Partner","Technical / vocational",0,"Other",1,NA,"Rural",0,"Once or twice","No coping mechanisms",0.333333333333333,0.333333333333333,"Feels safe","Very uncommon","A little bit","Once a week",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,1,0.333333333333333,0,0,0.25,0.825,"Other/NA",2
1,"50 – 59 years","Living with Partner","Technical / vocational",1,"Fulltime caretaker",0,NA,"Urban",1,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Uncommon","A little bit","Once or twice a month",0,0,0,1,0,1,"Access to women’s centres",1,"Seek support from a religious leader",0,0,0,1,0,0,0,0,0,NA,0,3,6,0.375,1,0.333333333333333,1,0.333333333333333,1,2,0.242424242424242,0.683080808080808,"Other/NA",1
NA,"60 years and older","Living with Partner","College",0,"Other",1,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Uncommon","Not at all","2-3 times per week",0,0,0,0,0,0,NA,1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,0,0,0,0,0.0833333333333333,0.875,"Other/NA",3
1,"50 – 59 years","Separated / Divorced","Post College",NA,"Employed",0,NA,"Rural",1,"Daily","Several coping mechanisms (5-8)",1,1,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A little bit","Once a week",0,0,0,0,1,1,"Talk with friends for support or guidance",1,"Call helpline",0,0,1,0,0,0,0,0,0,0,0,8,6,1,0,0,1,0.333333333333333,1,2,0.303030303030303,0.454545454545455,"Informal",2
NA,"50 – 59 years","Living with Partner","Technical / vocational",0,"Other",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0.333333333333333,0,"Feels safe","Uncommon","Not at all","Never",0,0,0,0,0,0,NA,1,"Call/go to police",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,1,0.333333333333333,0,0,0,0,0.166666666666667,0.944444444444444,"Other/NA",0
1,"50 – 59 years","Separated / Divorced","Less than primary",0,"Fulltime caretaker",0,NA,"Urban",1,"Monthly","Some coping mechanisms (1-4)",1,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,1,0,0,1,1,"Seek help from shelter or safehouse for women",1,"Access to women’s centres",0,0,0,0,0,1,1,1,0,0,0,3,6,0.375,1,0.333333333333333,2,0.666666666666667,1,3,0.545454545454545,0.526515151515151,"Formal",3
